State	Up	Down	Left	Right
(4, 7, 3, 3)	0	0	0	0
(4, 7, 3, 4)	-482.54268083472346	-447.50670045059314	-447.6708347501725	-448.66967562796555
(4, 7, 3, 5)	-338.16477976600294	-338.3881205217332	-362.4623991291265	-338.9047599041784
(4, 7, 3, 6)	0	0	0	0
(4, 7, 3, 7)	-170.81246789938444	-140.4289262574762	-618.70530611	-140.69037298915836
(4, 7, 3, 8)	-173.2717482069669	-145.04657229715195	-182.68630045945613	-145.2410974696133
(4, 7, 3, 9)	-180.2355931853441	263.53501738251407	-105.8983746840209	-136.48284126633348
(4, 7, 3, 10)	-138.23763266468012	-124.20551534706254	-139.4470244299565	-123.5443954885381
(4, 7, 3, 11)	0	0	0	0
(4, 7, 3, 12)	0	0	0	0
(4, 7, 3, 13)	0	0	0	-1.0
(4, 7, 4, 0)	0	0	0	0
(4, 7, 4, 1)	-579.5728212773244	-578.1961690967885	-578.7848658783053	-579.5682652866575
(4, 7, 4, 2)	-638.3714529032077	-637.5960431828029	-655.415923956092	-637.5805198928705
(4, 7, 4, 3)	0	0	0	0
(4, 7, 4, 4)	-504.4363047861142	-456.3089982034922	-468.65023886874667	-456.00632934486595
(4, 7, 4, 5)	-270.5476317301951	-260.16946876365046	-254.9540121989465	-260.7176399800071
(4, 7, 4, 6)	-244.84129700731637	-241.90391734475793	-259.72102317889556	-242.53194052220462
(4, 7, 4, 7)	0	0	0	0
(4, 7, 4, 8)	213.193535069025	213.68820010527247	200.13482711962376	213.34159395980575
(4, 7, 4, 9)	194.48353102333974	217.09402619245725	206.85957013074798	204.70835728028294
(4, 7, 4, 10)	-191.01261086394064	-170.3962134424245	-170.23307906785112	-152.732606236298
(4, 7, 4, 11)	0	0	0	0
(4, 7, 4, 12)	0	0	0	0
(4, 7, 4, 13)	0	0	0	0
(4, 7, 5, 0)	0	0	0	0
(4, 7, 5, 1)	0	0	0	0
(4, 7, 5, 2)	0	0	0	0
(4, 7, 5, 3)	0	0	0	0
(4, 7, 5, 4)	0	0	0	0
(4, 7, 5, 5)	0	0	0	0
(4, 7, 5, 6)	0	0	0	0
(4, 7, 5, 7)	0	0	0	0
(4, 7, 5, 8)	0	0	0	0
(4, 7, 5, 9)	0	0	0	0
(4, 7, 5, 10)	0	0	0	0
(4, 7, 5, 11)	0	0	0	0
(4, 7, 5, 12)	0	0	0	0
(4, 7, 5, 13)	0	0	0	0
(4, 8, 0, 0)	0	0	0	0
(4, 8, 0, 1)	0	0	0	0
(4, 8, 0, 2)	0	0	0	0
(4, 8, 0, 3)	0	0	0	0
(4, 8, 0, 4)	0	0	0	0
(4, 8, 0, 5)	0	0	0	0
(4, 8, 0, 6)	0	0	0	0
(4, 8, 0, 7)	0	0	0	0
(4, 8, 0, 8)	0	0	0	0
(4, 8, 0, 9)	0	0	0	0
(4, 8, 0, 10)	0	0	0	0
(4, 8, 0, 11)	0	0	0	0
(4, 8, 0, 12)	0	0	0	0
(4, 8, 0, 13)	0	0	0	0
(4, 8, 1, 0)	0	0	0	0
(4, 8, 1, 1)	-545.2995765367777	-545.1830023830224	-544.5891719369188	-544.2404630806506
(4, 8, 1, 2)	-535.0916479195699	-535.2526085960443	-534.3701886380486	-535.5425372197062
(4, 8, 1, 3)	-560.3056249038839	-559.5011564817751	-559.0953039731761	-560.7244623420013
(4, 8, 1, 4)	-483.6601478160779	-482.7835598832931	-481.7077664182729	-484.1958568494568
(4, 8, 1, 5)	-516.7107541743702	-516.5089688038732	-518.6755546301533	-516.6316987180157
(4, 8, 1, 6)	0	0	0	0
(4, 8, 1, 7)	0	0	0	0
(4, 8, 1, 8)	-140.9202799678631	-141.3618019153695	-140.47173817907628	-141.17759640305846
(4, 8, 1, 9)	-61.204314235631124	58.68253681967107	273.2179214434736	-116.17660674212546
(4, 8, 1, 10)	-36.2386718470503	177.51233249153233	-36.097110760327766	-36.940079487233106
(4, 8, 1, 11)	-20.784196814923508	-20.48186904256919	-22.01773632035458	-20.801209007174936
(4, 8, 1, 12)	-14.528175895153739	-14.599097754657937	-15.203814302258538	-15.042446666229646
(4, 8, 1, 13)	0	-1.1	0	-1.3
(4, 8, 2, 0)	0	0	0	0
(4, 8, 2, 1)	-595.710531759436	-593.5840594355983	-594.5826607239568	-594.3198255714003
(4, 8, 2, 2)	-551.123885063328	-550.2703930519939	-549.350769395527	-549.6319678189318
(4, 8, 2, 3)	0	0	0	0
(4, 8, 2, 4)	-461.35832381818426	-460.29335380684483	-460.796809866547	-461.2332882322972
(4, 8, 2, 5)	-377.8047172599182	-376.27734999158815	-377.22188691479977	-377.2765190907142
(4, 8, 2, 6)	0	0	0	0
(4, 8, 2, 7)	0	0	0	0
(4, 8, 2, 8)	-141.37866827412012	-142.38569622258916	-141.3430224570008	-141.34962973520663
(4, 8, 2, 9)	67.82870675715965	197.64496461898892	236.656789886636	10.353491436846667
(4, 8, 2, 10)	-68.66936453805752	-24.63816246586528	291.1603293033887	-68.2759514870621
(4, 8, 2, 11)	-97.00231072654614	-97.96741086877823	-97.72526801762305	-97.16342162267397
(4, 8, 2, 12)	0	0	0	0
(4, 8, 2, 13)	0	0	0	0
(4, 8, 3, 0)	0	0	0	0
(4, 8, 3, 1)	-558.9584402106225	-558.3398146978006	-558.1096517643393	-559.0974290718652
(4, 8, 3, 2)	-557.4308701169039	-555.4808374500454	-555.358882743109	-556.2535244889004
(4, 8, 3, 3)	0	0	0	0
(4, 8, 3, 4)	-440.9855741297477	-440.6624989167479	-441.1578495319354	-440.6884149445575
(4, 8, 3, 5)	-335.61511491118665	-336.0366806108231	-335.95270410250185	-335.5168878537564
(4, 8, 3, 6)	0	0	0	0
(4, 8, 3, 7)	-138.6117367967637	-138.41482519092915	-135.4921794376674	-139.06860545150212
(4, 8, 3, 8)	-146.76045357782243	-146.8131413426816	-147.1599213553415	-146.88428253709344
(4, 8, 3, 9)	216.50690354408948	233.53578027704276	221.24738446707886	233.24585061766322
(4, 8, 3, 10)	-126.51861640793157	-125.57666216265275	-125.8868932045948	-125.96693673128671
(4, 8, 3, 11)	0	0	0	0
(4, 8, 3, 12)	0	0	0	0
(4, 8, 3, 13)	0	0	0	0
(4, 8, 4, 0)	0	0	0	0
(4, 8, 4, 1)	-575.7114899103136	-575.7613067136601	-576.9877340571941	-576.8398955391768
(4, 8, 4, 2)	-634.3390543177514	-634.4149907395972	-634.8516715477059	-634.6591360243275
(4, 8, 4, 3)	0	0	0	0
(4, 8, 4, 4)	-454.577674829577	-453.77557713917	-454.45470467689466	-454.49302607611924
(4, 8, 4, 5)	-257.24640022705717	-257.74830923800437	-257.3881518361271	-257.9969871254821
(4, 8, 4, 6)	-239.89394761419496	-240.34687032150967	-239.90870288296475	-240.75132366582457
(4, 8, 4, 7)	-181.7927029420662	-167.31037859922876	-167.36707760302954	-167.10452048845258
(4, 8, 4, 8)	0	0	0	0
(4, 8, 4, 9)	218.437185419814	205.0130045604153	215.72231459739777	223.08370684891054
(4, 8, 4, 10)	-173.55289859478347	-108.93744629399912	-88.27468904431441	216.1591153321084
(4, 8, 4, 11)	0	0	0	0
(4, 8, 4, 12)	0	0	0	0
(4, 8, 4, 13)	0	0	0	0
(4, 8, 5, 0)	0	0	0	0
(4, 8, 5, 1)	0	0	0	0
(4, 8, 5, 2)	0	0	0	0
(4, 8, 5, 3)	0	0	0	0
(4, 8, 5, 4)	0	0	0	0
(4, 8, 5, 5)	0	0	0	0
(4, 8, 5, 6)	0	0	0	0
(4, 8, 5, 7)	0	0	0	0
(4, 8, 5, 8)	0	0	0	0
(4, 8, 5, 9)	0	0	0	0
(4, 8, 5, 10)	0	0	0	0
(4, 8, 5, 11)	0	0	0	0
(4, 8, 5, 12)	0	0	0	0
(4, 8, 5, 13)	0	0	0	0
(4, 9, 0, 0)	0	0	0	0
(4, 9, 0, 1)	0	0	0	0
(4, 9, 0, 2)	0	0	0	0
(4, 9, 0, 3)	0	0	0	0
(4, 9, 0, 4)	0	0	0	0
(4, 9, 0, 5)	0	0	0	0
(4, 9, 0, 6)	0	0	0	0
(4, 9, 0, 7)	0	0	0	0
(4, 9, 0, 8)	0	0	0	0
(4, 9, 0, 9)	0	0	0	0
(4, 9, 0, 10)	0	0	0	0
(4, 9, 0, 11)	0	0	0	0
(4, 9, 0, 12)	0	0	0	0
(4, 9, 0, 13)	0	0	0	0
(4, 9, 1, 0)	0	0	0	0
(4, 9, 1, 1)	-539.1829512432996	-539.8866665887351	-539.1553346182923	-540.7742320156632
(4, 9, 1, 2)	-529.9159365232578	-529.1872852692896	-529.6414929966184	-530.6515618444647
(4, 9, 1, 3)	-557.2874161728978	-564.623430922387	-556.8341666252261	-557.6753329942658
(4, 9, 1, 4)	-479.5323079016236	-479.19079251211434	-478.618270210871	-480.0387587497372
(4, 9, 1, 5)	-513.5684781587009	-524.943445267224	-512.9878402151944	-513.1614316559803
(4, 9, 1, 6)	0	0	0	0
(4, 9, 1, 7)	0	0	0	0
(4, 9, 1, 8)	-142.36604676073503	-142.54537538704886	-143.74075698401325	-142.83946830252899
(4, 9, 1, 9)	108.11963640335921	-15.706175275971031	276.76657067926556	-66.1477344500972
(4, 9, 1, 10)	-38.851398153751035	-14.634748557478346	479.74133346835083	-38.34211630558942
(4, 9, 1, 11)	-22.385718580008508	-22.51517129139284	-22.65535364200449	-22.08817160599251
(4, 9, 1, 12)	-15.722631929737139	-15.781640427477829	-17.900035405863377	-16.510206319825134
(4, 9, 1, 13)	-1.2000000000000002	-1.9969408	-1.0891	-1.2000000000000002
(4, 9, 2, 0)	0	0	0	0
(4, 9, 2, 1)	-587.1479790295461	-587.3377198830158	-588.2664352539075	-587.6258452146827
(4, 9, 2, 2)	-545.2483550693983	-545.4081717096474	-545.4860376328655	-544.6812228907849
(4, 9, 2, 3)	0	0	0	0
(4, 9, 2, 4)	-458.8832273228843	-482.8260426513376	-457.28097953991187	-458.3012335365386
(4, 9, 2, 5)	-372.149553830772	-373.14547471763404	-372.7114677845067	-372.10475609902073
(4, 9, 2, 6)	0	0	0	0
(4, 9, 2, 7)	0	0	0	0
(4, 9, 2, 8)	-143.433206555869	-143.81038910005438	-143.20342755050288	-143.51521159609584
(4, 9, 2, 9)	226.5869825349202	186.6236578566209	230.17080890605558	222.66314768273097
(4, 9, 2, 10)	79.48776406942605	289.2135345827572	455.230899429685	-36.92906478649766
(4, 9, 2, 11)	-103.37486909599409	-120.65398732138081	-104.37183973515234	-103.18522401939224
(4, 9, 2, 12)	0	0	0	0
(4, 9, 2, 13)	0	0	0	0
(4, 9, 3, 0)	0	0	0	0
(4, 9, 3, 1)	-555.3145291025195	-572.2841217590444	-553.4066669008744	-554.2861042111117
(4, 9, 3, 2)	-549.4524680746749	-583.4495975006988	-550.9367129687093	-549.3238710596191
(4, 9, 3, 3)	0	0	0	0
(4, 9, 3, 4)	-438.6861876164692	-440.6637842951436	-437.91214833289916	-437.61666522032345
(4, 9, 3, 5)	-336.14031582148635	-348.0690261099908	-335.25466569411543	-336.76375999707477
(4, 9, 3, 6)	0	0	0	0
(4, 9, 3, 7)	-137.82505602633609	-162.8422117923834	-140.0114797206018	-138.48130897313186
(4, 9, 3, 8)	-143.7607056475405	-143.90172195518497	-143.8467009585203	-143.94157691027087
(4, 9, 3, 9)	231.7603408829096	184.7136410811873	287.5324690807497	227.6821379619454
(4, 9, 3, 10)	-129.15755737039592	254.46202872633305	-128.87340469777115	-129.03950283545208
(4, 9, 3, 11)	0	0	0	0
(4, 9, 3, 12)	0	0	0	0
(4, 9, 3, 13)	0	0	0	-0.8
(4, 9, 4, 0)	0	0	0	0
(4, 9, 4, 1)	-573.6603901384331	-571.9575099708508	-572.128776747431	-573.3294287287634
(4, 9, 4, 2)	-630.9530073222585	-630.673698247497	-631.7557228906195	-630.989351241448
(4, 9, 4, 3)	0	0	0	0
(4, 9, 4, 4)	-451.96944697132653	-454.15653466119284	-451.37023495257796	-451.7476964294129
(4, 9, 4, 5)	-255.8311383791158	-257.69847624085446	-256.1149891420014	-256.02234681480553
(4, 9, 4, 6)	-238.05457172767126	-249.5401265768694	-237.5629708115804	-237.71618337911625
(4, 9, 4, 7)	-164.64575401999326	-210.41336331374924	-166.00806457269468	-165.15190315111533
(4, 9, 4, 8)	-157.03679988330816	-152.86644227295633	-154.11969045112144	121.11365737182516
(4, 9, 4, 9)	0	0	0	0
(4, 9, 4, 10)	172.5804991295777	-1003.9055777068667	8.205670153530937	328.22397755781657
(4, 9, 4, 11)	0	0	0	0
(4, 9, 4, 12)	0	0	0	0
(4, 9, 4, 13)	0	0	0	0
(4, 9, 5, 0)	0	0	0	0
(4, 9, 5, 1)	0	0	0	0
(4, 9, 5, 2)	0	0	0	0
(4, 9, 5, 3)	0	0	0	0
(4, 9, 5, 4)	0	0	0	0
(4, 9, 5, 5)	0	0	0	0
(4, 9, 5, 6)	0	0	0	0
(4, 9, 5, 7)	0	0	0	0
(4, 9, 5, 8)	0	0	0	0
(4, 9, 5, 9)	0	0	0	0
(4, 9, 5, 10)	0	0	0	0
(4, 9, 5, 11)	0	0	0	0
(4, 9, 5, 12)	0	0	0	0
(4, 9, 5, 13)	0	0	0	0
(4, 10, 0, 0)	0	0	0	0
(4, 10, 0, 1)	0	0	0	0
(4, 10, 0, 2)	0	0	0	0
(4, 10, 0, 3)	0	0	0	0
(4, 10, 0, 4)	0	0	0	0
(4, 10, 0, 5)	0	0	0	0
(4, 10, 0, 6)	0	0	0	0
(4, 10, 0, 7)	0	0	0	0
(4, 10, 0, 8)	0	0	0	0
(4, 10, 0, 9)	0	0	0	0
(4, 10, 0, 10)	0	0	0	0
(4, 10, 0, 11)	0	0	0	0
(4, 10, 0, 12)	0	0	0	0
(4, 10, 0, 13)	0	0	0	0
(4, 10, 1, 0)	0	0	0	0
(4, 10, 1, 1)	-531.8442718417107	-738.3800069610511	-533.3447669373822	-532.7519233299719
(4, 10, 1, 2)	-523.9794884202363	-836.694826604916	-521.5884190508934	-524.1485281507184
(4, 10, 1, 3)	-542.6570496336548	-854.0588875784176	-537.5842226544787	-539.5958745223043
(4, 10, 1, 4)	-465.9928408182494	-701.9717601999299	-466.3308932021248	-465.0661932896055
(4, 10, 1, 5)	-499.4483212475856	-939.5584616185132	-500.81053341237634	-507.33197688217314
(4, 10, 1, 6)	0	0	0	0
(4, 10, 1, 7)	0	0	0	0
(4, 10, 1, 8)	-138.39195155547725	-475.58738500000004	-140.08206721730255	-139.06949217018655
(4, 10, 1, 9)	-72.20653133423431	-620.543044643	254.146268992584	-157.93608961585528
(4, 10, 1, 10)	-35.88560014239221	-273.98100000000005	314.7069211053813	-42.37252227096641
(4, 10, 1, 11)	-23.190684634361624	-100.9	28.727164836300187	-22.71900245142542
(4, 10, 1, 12)	-16.32794251404132	-273.439	-16.99820732376733	-16.621686895825672
(4, 10, 1, 13)	-1.1	-100.9	-1.9693800000000001	-2.0900000000000003
(4, 10, 2, 0)	0	0	0	0
(4, 10, 2, 1)	-580.6202346701784	-902.1407757354852	-578.4773451480922	-578.2283776098952
(4, 10, 2, 2)	-541.2638292683889	-735.509725106975	-539.0064051232052	-538.3265790910054
(4, 10, 2, 3)	0	0	0	0
(4, 10, 2, 4)	-442.37918794873633	-867.7533773617639	-439.45503611525305	-441.2957328296163
(4, 10, 2, 5)	-367.51531674464036	-830.1772427559973	-367.82340479910187	-392.25539270410434
(4, 10, 2, 6)	0	0	0	0
(4, 10, 2, 7)	0	0	0	0
(4, 10, 2, 8)	-143.7096195699602	-474.6502670000001	-143.55769895823744	-159.28865903376052
(4, 10, 2, 9)	-35.51171056150904	-779.7156282803444	282.20859004577216	-163.22098706135293
(4, 10, 2, 10)	215.32260131358882	-724.028597690671	541.6661865095296	16.616792067655517
(4, 10, 2, 11)	-96.7315790157719	-655.8808108193	-97.34106037076396	-95.94216975301472
(4, 10, 2, 12)	0	0	0	0
(4, 10, 2, 13)	0	0	0	0
(4, 10, 3, 0)	0	0	0	0
(4, 10, 3, 1)	-537.1481548958068	-854.0588875784176	-555.7022955637577	-535.7839139371831
(4, 10, 3, 2)	-543.3512670170421	-911.0643741184628	-543.3566630625292	-542.8764542967635
(4, 10, 3, 3)	0	0	0	0
(4, 10, 3, 4)	-426.5026875781651	-809.1969363955526	-436.26398727282424	-438.8890144345167
(4, 10, 3, 5)	-325.42340542114533	-729.7691613988231	-346.986782104917	-323.59319206177713
(4, 10, 3, 6)	0	0	0	0
(4, 10, 3, 7)	-124.9957602719663	-474.6502670000001	-123.51980501028534	-124.18408686636388
(4, 10, 3, 8)	-144.06494409796358	-658.4860970589001	-192.06628909991773	-174.4132486451396
(4, 10, 3, 9)	264.2127874980382	-999.2149830664438	222.99804935006722	266.4242578668712
(4, 10, 3, 10)	-21.844339312320706	-988.6242603431795	592.112561941911	-218.01044170503357
(4, 10, 3, 11)	0	0	0	0
(4, 10, 3, 12)	0	0	0	0
(4, 10, 3, 13)	0	0	0	0
(4, 10, 4, 0)	0	0	0	0
(4, 10, 4, 1)	-567.5421087084972	-911.0643741184628	-567.4026095776112	-573.6376771051971
(4, 10, 4, 2)	-626.6414248293258	-930.509401798348	-626.3892065743541	-649.2646803400343
(4, 10, 4, 3)	0	0	0	0
(4, 10, 4, 4)	-447.510716212535	-916.8487992479266	-447.07718820078725	-469.60682465787494
(4, 10, 4, 5)	-240.40611586726916	-661.0913832985	-241.18819302077208	-274.8955529907911
(4, 10, 4, 6)	-233.13710819912785	-474.6502670000001	-232.86495729781115	-232.38269730419864
(4, 10, 4, 7)	-162.34233342612924	-619.3178856210001	-161.59008423209	-161.44424973796762
(4, 10, 4, 8)	-149.6061896707636	-413.19559000000004	-149.64559091422217	-149.63999795950986
(4, 10, 4, 9)	10.83474009933077	-690.99272973737	-174.6946587890331	-113.31762174742963
(4, 10, 4, 10)	0	0	0	0
(4, 10, 4, 11)	0	0	0	0
(4, 10, 4, 12)	0	0	0	0
(4, 10, 4, 13)	0	0	0	0
(4, 10, 5, 0)	0	0	0	0
(4, 10, 5, 1)	0	0	0	0
(4, 10, 5, 2)	0	0	0	0
(4, 10, 5, 3)	0	0	0	0
(4, 10, 5, 4)	0	0	0	0
(4, 10, 5, 5)	0	0	0	0
(4, 10, 5, 6)	0	0	0	0
(4, 10, 5, 7)	0	0	0	0
(4, 10, 5, 8)	0	0	0	0
(4, 10, 5, 9)	0	0	0	0
(4, 10, 5, 10)	0	0	0	0
(4, 10, 5, 11)	0	0	0	0
(4, 10, 5, 12)	0	0	0	0
(4, 10, 5, 13)	0	0	0	0
(4, 11, 0, 0)	0	0	0	0
(4, 11, 0, 1)	0	0	0	0
(4, 11, 0, 2)	0	0	0	0
(4, 11, 0, 3)	0	0	0	0
(4, 11, 0, 4)	0	0	0	0
(4, 11, 0, 5)	0	0	0	0
(4, 11, 0, 6)	0	0	0	0
(4, 11, 0, 7)	0	0	0	0
(4, 11, 0, 8)	0	0	0	0
(4, 11, 0, 9)	0	0	0	0
(4, 11, 0, 10)	0	0	0	0
(4, 11, 0, 11)	0	0	0	0
(4, 11, 0, 12)	0	0	0	0
(4, 11, 0, 13)	0	0	0	0
(4, 11, 1, 0)	0	0	0	0
(4, 11, 1, 1)	0	0	0	0
(4, 11, 1, 2)	0	0	0	0
(4, 11, 1, 3)	0	0	0	0
(4, 11, 1, 4)	0	0	0	0
(4, 11, 1, 5)	0	0	0	0
(4, 11, 1, 6)	0	0	0	0
(4, 11, 1, 7)	0	0	0	0
(4, 11, 1, 8)	0	0	0	0
(4, 11, 1, 9)	0	0	0	0
(4, 11, 1, 10)	0	0	0	0
(4, 11, 1, 11)	0	0	0	0
(4, 11, 1, 12)	0	0	0	0
(4, 11, 1, 13)	0	0	0	0
(4, 11, 2, 0)	0	0	0	0
(4, 11, 2, 1)	0	0	0	0
(4, 11, 2, 2)	0	0	0	0
(4, 11, 2, 3)	0	0	0	0
(4, 11, 2, 4)	0	0	0	0
(4, 11, 2, 5)	0	0	0	0
(4, 11, 2, 6)	0	0	0	0
(4, 11, 2, 7)	0	0	0	0
(4, 11, 2, 8)	0	0	0	0
(4, 11, 2, 9)	0	0	0	0
(4, 11, 2, 10)	0	0	0	0
(4, 11, 2, 11)	0	0	0	0
(4, 11, 2, 12)	0	0	0	0
(4, 11, 2, 13)	0	0	0	0
(4, 11, 3, 0)	0	0	0	0
(4, 11, 3, 1)	0	0	0	0
(4, 11, 3, 2)	0	0	0	0
(4, 11, 3, 3)	0	0	0	0
(4, 11, 3, 4)	0	0	0	0
(4, 11, 3, 5)	0	0	0	0
(4, 11, 3, 6)	0	0	0	0
(4, 11, 3, 7)	0	0	0	0
(4, 11, 3, 8)	0	0	0	0
(4, 11, 3, 9)	0	0	0	0
(4, 11, 3, 10)	0	0	0	0
(4, 11, 3, 11)	0	0	0	0
(4, 11, 3, 12)	0	0	0	0
(4, 11, 3, 13)	0	0	0	0
(4, 11, 4, 0)	0	0	0	0
(4, 11, 4, 1)	0	0	0	0
(4, 11, 4, 2)	0	0	0	0
(4, 11, 4, 3)	0	0	0	0
(4, 11, 4, 4)	0	0	0	0
(4, 11, 4, 5)	0	0	0	0
(4, 11, 4, 6)	0	0	0	0
(4, 11, 4, 7)	0	0	0	0
(4, 11, 4, 8)	0	0	0	0
(4, 11, 4, 9)	0	0	0	0
(4, 11, 4, 10)	0	0	0	0
(4, 11, 4, 11)	0	0	0	0
(4, 11, 4, 12)	0	0	0	0
(4, 11, 4, 13)	0	0	0	0
(4, 11, 5, 0)	0	0	0	0
(4, 11, 5, 1)	0	0	0	0
(4, 11, 5, 2)	0	0	0	0
(4, 11, 5, 3)	0	0	0	0
(4, 11, 5, 4)	0	0	0	0
(4, 11, 5, 5)	0	0	0	0
(4, 11, 5, 6)	0	0	0	0
(4, 11, 5, 7)	0	0	0	0
(4, 11, 5, 8)	0	0	0	0
(4, 11, 5, 9)	0	0	0	0
(4, 11, 5, 10)	0	0	0	0
(4, 11, 5, 11)	0	0	0	0
(4, 11, 5, 12)	0	0	0	0
(4, 11, 5, 13)	0	0	0	0
(4, 12, 0, 0)	0	0	0	0
(4, 12, 0, 1)	0	0	0	0
(4, 12, 0, 2)	0	0	0	0
(4, 12, 0, 3)	0	0	0	0
(4, 12, 0, 4)	0	0	0	0
(4, 12, 0, 5)	0	0	0	0
(4, 12, 0, 6)	0	0	0	0
(4, 12, 0, 7)	0	0	0	0
(4, 12, 0, 8)	0	0	0	0
(4, 12, 0, 9)	0	0	0	0
(4, 12, 0, 10)	0	0	0	0
(4, 12, 0, 11)	0	0	0	0
(4, 12, 0, 12)	0	0	0	0
(4, 12, 0, 13)	0	0	0	0
(4, 12, 1, 0)	0	0	0	0
(4, 12, 1, 1)	0	0	0	0
(4, 12, 1, 2)	0	0	0	0
(4, 12, 1, 3)	0	0	0	0
(4, 12, 1, 4)	0	0	0	0
(4, 12, 1, 5)	0	0	0	0
(4, 12, 1, 6)	0	0	0	0
(4, 12, 1, 7)	0	0	0	0
(4, 12, 1, 8)	0	0	0	0
(4, 12, 1, 9)	0	0	0	0
(4, 12, 1, 10)	0	0	0	0
(4, 12, 1, 11)	0	0	0	0
(4, 12, 1, 12)	0	0	0	0
(4, 12, 1, 13)	0	0	0	0
(4, 12, 2, 0)	0	0	0	0
(4, 12, 2, 1)	0	0	0	0
(4, 12, 2, 2)	0	0	0	0
(4, 12, 2, 3)	0	0	0	0
(4, 12, 2, 4)	0	0	0	0
(4, 12, 2, 5)	0	0	0	0
(4, 12, 2, 6)	0	0	0	0
(4, 12, 2, 7)	0	0	0	0
(4, 12, 2, 8)	0	0	0	0
(4, 12, 2, 9)	0	0	0	0
(4, 12, 2, 10)	0	0	0	0
(4, 12, 2, 11)	0	0	0	0
(4, 12, 2, 12)	0	0	0	0
(4, 12, 2, 13)	0	0	0	0
(4, 12, 3, 0)	0	0	0	0
(4, 12, 3, 1)	0	0	0	0
(4, 12, 3, 2)	0	0	0	0
(4, 12, 3, 3)	0	0	0	0
(4, 12, 3, 4)	0	0	0	0
(4, 12, 3, 5)	0	0	0	0
(4, 12, 3, 6)	0	0	0	0
(4, 12, 3, 7)	0	0	0	0
(4, 12, 3, 8)	0	0	0	0
(4, 12, 3, 9)	0	0	0	0
(4, 12, 3, 10)	0	0	0	0
(4, 12, 3, 11)	0	0	0	0
(4, 12, 3, 12)	0	0	0	0
(4, 12, 3, 13)	0	0	0	0
(4, 12, 4, 0)	0	0	0	0
(4, 12, 4, 1)	0	0	0	0
(4, 12, 4, 2)	0	0	0	0
(4, 12, 4, 3)	0	0	0	0
(4, 12, 4, 4)	0	0	0	0
(4, 12, 4, 5)	0	0	0	0
(4, 12, 4, 6)	0	0	0	0
(4, 12, 4, 7)	0	0	0	0
(4, 12, 4, 8)	0	0	0	0
(4, 12, 4, 9)	0	0	0	0
(4, 12, 4, 10)	0	0	0	0
(4, 12, 4, 11)	0	0	0	0
(4, 12, 4, 12)	0	0	0	0
(4, 12, 4, 13)	0	0	0	0
(4, 12, 5, 0)	0	0	0	0
(4, 12, 5, 1)	0	0	0	0
(4, 12, 5, 2)	0	0	0	0
(4, 12, 5, 3)	0	0	0	0
(4, 12, 5, 4)	0	0	0	0
(4, 12, 5, 5)	0	0	0	0
(4, 12, 5, 6)	0	0	0	0
(4, 12, 5, 7)	0	0	0	0
(4, 12, 5, 8)	0	0	0	0
(4, 12, 5, 9)	0	0	0	0
(4, 12, 5, 10)	0	0	0	0
(4, 12, 5, 11)	0	0	0	0
(4, 12, 5, 12)	0	0	0	0
(4, 12, 5, 13)	0	0	0	0
(4, 13, 0, 0)	0	0	0	0
(4, 13, 0, 1)	0	0	0	0
(4, 13, 0, 2)	0	0	0	0
(4, 13, 0, 3)	0	0	0	0
(4, 13, 0, 4)	0	0	0	0
(4, 13, 0, 5)	0	0	0	0
(4, 13, 0, 6)	0	0	0	0
(4, 13, 0, 7)	0	0	0	0
(4, 13, 0, 8)	0	0	0	0
(4, 13, 0, 9)	0	0	0	0
(4, 13, 0, 10)	0	0	0	0
(4, 13, 0, 11)	0	0	0	0
(4, 13, 0, 12)	0	0	0	0
(4, 13, 0, 13)	0	0	0	0
(4, 13, 1, 0)	0	0	0	0
(4, 13, 1, 1)	-706.7750860273001	-456.0102499816312	-470.8628626865941	-456.7553877194952
(4, 13, 1, 2)	-585.47970812	-475.9339399120321	-477.1076616817142	-477.97215685205816
(4, 13, 1, 3)	-765.2045660134446	-521.2908780134779	-535.2116417952396	-519.8898519485813
(4, 13, 1, 4)	-933.2435136547584	-422.4456526803494	-423.73973040264474	-422.40951752253795
(4, 13, 1, 5)	-582.06251138	-411.84991284632855	-407.2133414771102	-406.2006160765996
(4, 13, 1, 6)	0	0	0	0
(4, 13, 1, 7)	0	0	0	0
(4, 13, 1, 8)	-530.0503496	-100.92902058313908	-103.38134445618108	-100.15240270209965
(4, 13, 1, 9)	-475.118826	-93.31343098564443	-57.54116730199003	-57.88852351501227
(4, 13, 1, 10)	-101.2	-19.364089729397403	-20.016618628838376	-20.27988698146951
(4, 13, 1, 11)	-273.71000000000004	-16.03910989505099	-7.538498294851601	-6.696599994001201
(4, 13, 1, 12)	-191.52000000000004	-6.193730776144859	-21.2635334741435	-6.636783339323137
(4, 13, 1, 13)	0	0	0	0
(4, 13, 2, 0)	0	0	0	0
(4, 13, 2, 1)	-792.8265735630008	-534.6480415993279	-536.5421724319551	-534.862922798461
(4, 13, 2, 2)	-736.227295570494	-487.28442697815984	-492.02678357081203	-487.3712232084332
(4, 13, 2, 3)	0	0	0	0
(4, 13, 2, 4)	-626.056260242	-400.1850520319241	-401.03359881064495	-400.85164009547685
(4, 13, 2, 5)	-624.8311012199999	-347.87657502653155	-347.6093571535557	-348.62389446633074
(4, 13, 2, 6)	0	0	0	0
(4, 13, 2, 7)	0	0	0	0
