State	Up	Down	Left	Right
(0, 0, 0, 0)	0	0	0	0
(0, 0, 0, 1)	0	0	0	0
(0, 0, 0, 2)	0	0	0	0
(0, 0, 0, 3)	0	0	0	0
(0, 0, 0, 4)	0	0	0	0
(0, 0, 0, 5)	0	0	0	0
(0, 0, 0, 6)	0	0	0	0
(0, 0, 0, 7)	0	0	0	0
(0, 0, 0, 8)	0	0	0	0
(0, 0, 0, 9)	0	0	0	0
(0, 0, 0, 10)	0	0	0	0
(0, 0, 0, 11)	0	0	0	0
(0, 0, 0, 12)	0	0	0	0
(0, 0, 0, 13)	0	0	0	0
(0, 0, 1, 0)	0	0	0	0
(0, 0, 1, 1)	-328.08514643350577	-346.7836426107889	-330.2748581140807	-285.7785981804836
(0, 0, 1, 2)	-617.9831327822037	-506.044634795738	-579.8380974409204	-270.7718906504299
(0, 0, 1, 3)	-645.5255986546263	-434.3921451323387	-662.0267624806063	-661.9492217571092
(0, 0, 1, 4)	-626.2149955881744	-626.3578372206746	-626.6304188672357	-627.1562138620711
(0, 0, 1, 5)	-584.7946787699447	-585.8529559911722	-585.4774633195306	-585.6196688141068
(0, 0, 1, 6)	0	0	0	0
(0, 0, 1, 7)	0	0	0	0
(0, 0, 1, 8)	-43.03316142935971	-43.20541946839224	-42.658300054375516	-41.81407176096226
(0, 0, 1, 9)	-40.982033170391965	-39.967035407235116	-41.093782271074744	-41.190203393625936
(0, 0, 1, 10)	0	-1.7000000000000002	0	0
(0, 0, 1, 11)	0	0	0	0
(0, 0, 1, 12)	0	0	0	0
(0, 0, 1, 13)	0	0	0	0
(0, 0, 2, 0)	0	0	0	0
(0, 0, 2, 1)	-695.1506251650113	-695.8867721498273	-695.772545968658	-695.9185581602303
(0, 0, 2, 2)	-656.338678573501	-656.5397453046426	-656.8771453242726	-656.7971983430948
(0, 0, 2, 3)	0	0	0	0
(0, 0, 2, 4)	-614.0207693716428	-614.4780334844835	-613.5287129498196	-615.0687272930878
(0, 0, 2, 5)	-533.1893966016102	-532.3436004386593	-531.6283183527866	-532.9643004788902
(0, 0, 2, 6)	0	0	0	0
(0, 0, 2, 7)	0	0	0	0
(0, 0, 2, 8)	-51.36745006701691	-51.07455712463705	-53.19970220036887	-51.58424010987753
(0, 0, 2, 9)	-56.71157183223143	-56.477252921160876	-56.83425287112179	-57.415065442461625
(0, 0, 2, 10)	-9.157479454938557	-9.258110124955579	-8.9820179910018	-7.993938218300001
(0, 0, 2, 11)	-21.475751088540864	-21.955110310441125	-21.48159511042394	-20.331979572661844
(0, 0, 2, 12)	0	0	0	0
(0, 0, 2, 13)	0	0	0	0
(0, 0, 3, 0)	0	0	0	0
(0, 0, 3, 1)	-682.4370895876916	-682.4058504478243	-682.9645781027098	-682.4802372854989
(0, 0, 3, 2)	-669.1081325200764	-669.6375790727444	-669.4162892556155	-670.1601245059768
(0, 0, 3, 3)	0	0	0	0
(0, 0, 3, 4)	-584.5781474047442	-584.6887220370949	-583.9813115212756	-584.6155979074028
(0, 0, 3, 5)	-462.36556208044163	-462.87801988338407	-462.94718409583186	-463.1495658080249
(0, 0, 3, 6)	0	0	0	0
(0, 0, 3, 7)	-54.98977669846556	-55.87639747672177	-54.320777797232886	-55.904392887072554
(0, 0, 3, 8)	-46.0492056127138	-45.48550766767052	-44.50652039587322	-45.78908190696755
(0, 0, 3, 9)	-41.339889473257614	-40.6599834117299	-40.9575979353424	-41.83085528916102
(0, 0, 3, 10)	-53.38075706450303	-54.20561531150592	-53.328125546160585	-53.904243700590804
(0, 0, 3, 11)	0	0	0	0
(0, 0, 3, 12)	0	0	0	0
(0, 0, 3, 13)	0	0	0	0
(0, 0, 4, 0)	0	0	0	0
(0, 0, 4, 1)	-716.014941164812	-716.2329120894575	-716.4597902569566	-715.989412025186
(0, 0, 4, 2)	-717.4936004085954	-717.2376860394016	-716.5173865986025	-717.0132092880024
(0, 0, 4, 3)	0	0	0	0
(0, 0, 4, 4)	-489.28729516411346	-488.23609401263917	-487.5324714830668	-488.3784895588916
(0, 0, 4, 5)	-395.3487600983762	-395.5434576794263	-395.71315761297575	-395.9178817738328
(0, 0, 4, 6)	-214.65055912189482	-213.58113721659922	-213.91872731549975	-214.80949809915052
(0, 0, 4, 7)	-79.02844537632787	-79.71603020029949	-79.18372189160245	-80.23996648001767
(0, 0, 4, 8)	-84.07550740201633	-83.64759977893289	-84.4314098196607	-84.1030135876056
(0, 0, 4, 9)	-70.2182393930199	-69.89538903504854	-70.81624383990325	-70.63643316121731
(0, 0, 4, 10)	-83.18978776713212	-83.88361337288642	-84.25590452804082	-84.51294708688559
(0, 0, 4, 11)	0	0	0	0
(0, 0, 4, 12)	0	0	0	0
(0, 0, 4, 13)	0	0	0	0
(0, 0, 5, 0)	0	0	0	0
(0, 0, 5, 1)	0	0	0	0
(0, 0, 5, 2)	0	0	0	0
(0, 0, 5, 3)	0	0	0	0
(0, 0, 5, 4)	0	0	0	0
(0, 0, 5, 5)	0	0	0	0
(0, 0, 5, 6)	0	0	0	0
(0, 0, 5, 7)	0	0	0	0
(0, 0, 5, 8)	0	0	0	0
(0, 0, 5, 9)	0	0	0	0
(0, 0, 5, 10)	0	0	0	0
(0, 0, 5, 11)	0	0	0	0
(0, 0, 5, 12)	0	0	0	0
(0, 0, 5, 13)	0	0	0	0
(0, 1, 0, 0)	0	0	0	0
(0, 1, 0, 1)	0	0	0	0
(0, 1, 0, 2)	0	0	0	0
(0, 1, 0, 3)	0	0	0	0
(0, 1, 0, 4)	0	0	0	0
(0, 1, 0, 5)	0	0	0	0
(0, 1, 0, 6)	0	0	0	0
(0, 1, 0, 7)	0	0	0	0
(0, 1, 0, 8)	0	0	0	0
(0, 1, 0, 9)	0	0	0	0
(0, 1, 0, 10)	0	0	0	0
(0, 1, 0, 11)	0	0	0	0
(0, 1, 0, 12)	0	0	0	0
(0, 1, 0, 13)	0	0	0	0
(0, 1, 1, 0)	0	0	0	0
(0, 1, 1, 1)	-299.24959327436596	-633.8215922785924	-600.7929808731393	-671.6300944263706
(0, 1, 1, 2)	-322.8696659926256	-342.58320029124235	-323.1796364927222	-277.8764798969986
(0, 1, 1, 3)	-548.4101226096666	-325.9241385144173	-433.8672067458162	-534.1556642456623
(0, 1, 1, 4)	-626.5255863470737	-380.9280356540741	-620.2407788554679	-625.7602362163318
(0, 1, 1, 5)	-587.8255841705366	-385.76166520295413	-561.4702677949543	-588.0589219630668
(0, 1, 1, 6)	0	0	0	0
(0, 1, 1, 7)	0	0	0	0
(0, 1, 1, 8)	-44.521847858719894	-43.98678613748732	-43.81050076336149	-43.123787498900356
(0, 1, 1, 9)	-43.37563079340087	-43.58176960257177	-43.674385949789055	-44.14707038481892
(0, 1, 1, 10)	-1.8	-1.6	-1.7000000000000002	-1.6
(0, 1, 1, 11)	0	0	0	0
(0, 1, 1, 12)	0	0	0	0
(0, 1, 1, 13)	0	0	0	0
(0, 1, 2, 0)	0	0	0	0
(0, 1, 2, 1)	-697.3482816262883	-698.0850691974443	-697.10743320307	-697.960579198859
(0, 1, 2, 2)	-653.0401913724658	-652.0735584194391	-652.8311568517539	-654.1429414705458
(0, 1, 2, 3)	0	0	0	0
(0, 1, 2, 4)	-615.7675300273988	-615.6130450320729	-615.3814895170085	-615.612239620767
(0, 1, 2, 5)	-532.5062996977726	-533.1054659261657	-533.0327455528121	-533.601318786176
(0, 1, 2, 6)	0	0	0	0
(0, 1, 2, 7)	0	0	0	0
(0, 1, 2, 8)	-53.67545350514789	-54.470299018582196	-53.868487166921184	-54.648601334184676
(0, 1, 2, 9)	-59.4665808819949	-59.480336648861424	-58.405944284385235	-58.83853667777595
(0, 1, 2, 10)	-9.700539172681223	-9.33801710283786	-10.154279870262126	-10.76317212082004
(0, 1, 2, 11)	-24.05748963121771	-25.77860091577588	-25.811282158299313	-24.759793991314208
(0, 1, 2, 12)	0	0	0	0
(0, 1, 2, 13)	0	0	0	0
(0, 1, 3, 0)	0	0	0	0
(0, 1, 3, 1)	-679.6192730909492	-675.5077242831709	-677.497570285232	-679.2649572252406
(0, 1, 3, 2)	-668.3827920533672	-668.506820851762	-668.9044592273603	-669.4430950834316
(0, 1, 3, 3)	0	0	0	0
(0, 1, 3, 4)	-586.4342493443037	-586.8821269375284	-585.7100144624471	-586.5362876107937
(0, 1, 3, 5)	-464.16435263523107	-463.7267338702379	-462.97058168952657	-463.60710399242305
(0, 1, 3, 6)	0	0	0	0
(0, 1, 3, 7)	-57.50752494502459	-56.50303020087075	-56.806695179212035	-56.41377628811513
(0, 1, 3, 8)	-48.068642499322536	-47.856567056377486	-48.2914003183091	-48.220618800344056
(0, 1, 3, 9)	-42.74134088385406	-42.146643321400425	-43.52276842898502	-43.407612950480086
(0, 1, 3, 10)	-57.58652689928397	-57.98405876992486	-58.36151458136825	-58.30494396329355
(0, 1, 3, 11)	0	0	0	0
(0, 1, 3, 12)	0	0	0	0
(0, 1, 3, 13)	0	0	0	0
(0, 1, 4, 0)	0	0	0	0
(0, 1, 4, 1)	-713.9416354934154	-713.3017990052207	-713.8069165103689	-715.4604155975537
(0, 1, 4, 2)	-715.4919626447582	-715.4049577442371	-715.3854229765145	-715.4531932734536
(0, 1, 4, 3)	0	0	0	0
(0, 1, 4, 4)	-490.4391770588251	-489.4629587969335	-490.2958876401704	-490.07641415152676
(0, 1, 4, 5)	-397.37652434637585	-396.33532427974194	-397.3141908228044	-396.5991529022399
(0, 1, 4, 6)	-215.46360751187626	-216.95165549647015	-216.30063904760104	-215.76678676642663
(0, 1, 4, 7)	-82.25885176542096	-83.92095967929279	-81.47638246922354	-82.03004971764855
(0, 1, 4, 8)	-84.31285541672099	-85.5077442380068	-84.4817803789169	-85.49968119497925
(0, 1, 4, 9)	-73.22392714121486	-72.08288923572844	-73.43737959871156	-72.11653912348105
(0, 1, 4, 10)	-86.99567586662349	-86.62053941324822	-86.08553552432447	-86.96144988591654
(0, 1, 4, 11)	0	0	0	0
(0, 1, 4, 12)	0	0	0	0
(0, 1, 4, 13)	0	0	0	0
(0, 1, 5, 0)	0	0	0	0
(0, 1, 5, 1)	0	0	0	0
(0, 1, 5, 2)	0	0	0	0
(0, 1, 5, 3)	0	0	0	0
(0, 1, 5, 4)	0	0	0	0
(0, 1, 5, 5)	0	0	0	0
(0, 1, 5, 6)	0	0	0	0
(0, 1, 5, 7)	0	0	0	0
(0, 1, 5, 8)	0	0	0	0
(0, 1, 5, 9)	0	0	0	0
(0, 1, 5, 10)	0	0	0	0
(0, 1, 5, 11)	0	0	0	0
(0, 1, 5, 12)	0	0	0	0
(0, 1, 5, 13)	0	0	0	0
(0, 2, 0, 0)	0	0	0	0
(0, 2, 0, 1)	0	0	0	0
(0, 2, 0, 2)	0	0	0	0
(0, 2, 0, 3)	0	0	0	0
(0, 2, 0, 4)	0	0	0	0
(0, 2, 0, 5)	0	0	0	0
(0, 2, 0, 6)	0	0	0	0
(0, 2, 0, 7)	0	0	0	0
(0, 2, 0, 8)	0	0	0	0
(0, 2, 0, 9)	0	0	0	0
(0, 2, 0, 10)	0	0	0	0
(0, 2, 0, 11)	0	0	0	0
(0, 2, 0, 12)	0	0	0	0
(0, 2, 0, 13)	0	0	0	0
(0, 2, 1, 0)	0	0	0	0
(0, 2, 1, 1)	-434.017636770336	-666.0545230702957	-662.3175010502829	-650.6744071376881
(0, 2, 1, 2)	-292.6833746294719	-652.6192871204609	-651.6998009372201	-653.5396343163915
(0, 2, 1, 3)	-366.2246917725486	-358.9016473354952	-313.8125812133093	-301.3487959008949
(0, 2, 1, 4)	-451.1133695922885	-358.6257186497759	-391.49968076263207	-378.6903101791414
(0, 2, 1, 5)	-485.5750130362606	-186.83225886472366	-415.0824168027535	-426.37703275062904
(0, 2, 1, 6)	0	0	0	0
(0, 2, 1, 7)	0	0	0	0
(0, 2, 1, 8)	-48.86926556205657	-48.48870012546625	-48.66620647496704	-49.033986989887175
(0, 2, 1, 9)	-48.58900554809037	-49.38962119324924	-48.85787030965024	-48.25506713657876
(0, 2, 1, 10)	-1.7000000000000002	-1.5	-1.7485	-2.85
(0, 2, 1, 11)	0	0	0	0
(0, 2, 1, 12)	0	0	0	0
(0, 2, 1, 13)	0	0	0	0
(0, 2, 2, 0)	0	0	0	0
(0, 2, 2, 1)	-698.8993844405202	-697.995303026015	-698.9171410038598	-699.417254348421
(0, 2, 2, 2)	-645.5232851494278	-641.6148686856183	-645.755758353115	-649.6775164156171
(0, 2, 2, 3)	0	0	0	0
(0, 2, 2, 4)	-617.7429220080096	-617.0420055111697	-617.8551622673543	-617.0615364675151
(0, 2, 2, 5)	-533.5222873365481	-483.6926306729588	-533.6942836829982	-533.5186898591285
(0, 2, 2, 6)	0	0	0	0
(0, 2, 2, 7)	0	0	0	0
(0, 2, 2, 8)	-58.7381564234022	-58.00405669860403	-57.903347165619415	-58.015051727821636
(0, 2, 2, 9)	-64.21917976578575	-64.44133570462164	-63.180798691357616	-63.45091892011042
(0, 2, 2, 10)	-11.673155821980247	-12.846364817642467	-12.697456191752847	-12.616500504452395
(0, 2, 2, 11)	-29.560107928699853	-30.216918072107834	-28.53543234169638	-28.564188805204747
(0, 2, 2, 12)	0	0	0	0
(0, 2, 2, 13)	0	0	0	0
(0, 2, 3, 0)	0	0	0	0
(0, 2, 3, 1)	-668.9988448409919	-665.5171390740521	-667.8087037282679	-673.0378046266436
(0, 2, 3, 2)	-666.624232440614	-666.8565099596782	-666.8950383021221	-667.0607302053879
(0, 2, 3, 3)	0	0	0	0
(0, 2, 3, 4)	-589.2146502587873	-588.6958376181979	-588.9917711149516	-588.692669276387
(0, 2, 3, 5)	-465.65685270827026	-465.728864387349	-464.8040686656181	-464.675306381281
(0, 2, 3, 6)	0	0	0	0
(0, 2, 3, 7)	-58.954143794627	-58.86244325698007	-59.63774730210684	-60.044392622289934
(0, 2, 3, 8)	-52.24682308439377	-51.63035045067571	-52.19227354962873	-51.61003309132537
(0, 2, 3, 9)	-46.313627450786065	-47.26363788528888	-46.12535966755023	-47.69964316919856
(0, 2, 3, 10)	-63.68299218992614	-66.19945126873712	-64.09535902487114	-64.48295812841806
(0, 2, 3, 11)	0	0	0	0
(0, 2, 3, 12)	0	0	0	0
(0, 2, 3, 13)	0	0	0	0
(0, 2, 4, 0)	0	0	0	0
(0, 2, 4, 1)	-706.9100333393906	-703.1140501639115	-706.6940102723969	-707.6170914072637
(0, 2, 4, 2)	-712.2218168678482	-711.4784258033724	-712.0210483092054	-713.3795414920673
(0, 2, 4, 3)	0	0	0	0
(0, 2, 4, 4)	-494.0944210374236	-493.6536054019615	-494.12157333736747	-493.84305931942544
(0, 2, 4, 5)	-400.320808070516	-399.4549747279015	-399.7228295928408	-400.4454942618861
(0, 2, 4, 6)	-219.92977992088592	-221.1241255326554	-221.10945444049824	-220.7968346066531
(0, 2, 4, 7)	-87.08983970357042	-88.123529254226	-88.47046483256922	-88.49430477538414
(0, 2, 4, 8)	-87.4641205587657	-86.79268515283358	-86.91078150050569	-87.74093860968594
(0, 2, 4, 9)	-76.81445298236324	-76.72617812922906	-76.28684557500591	-78.21234876678662
(0, 2, 4, 10)	-90.95237771266866	-89.83151446631616	-89.9606074401396	-89.91515552680146
(0, 2, 4, 11)	0	0	0	0
(0, 2, 4, 12)	0	0	0	0
(0, 2, 4, 13)	0	0	0	0
(0, 2, 5, 0)	0	0	0	0
(0, 2, 5, 1)	0	0	0	0
(0, 2, 5, 2)	0	0	0	0
(0, 2, 5, 3)	0	0	0	0
(0, 2, 5, 4)	0	0	0	0
(0, 2, 5, 5)	0	0	0	0
(0, 2, 5, 6)	0	0	0	0
(0, 2, 5, 7)	0	0	0	0
(0, 2, 5, 8)	0	0	0	0
(0, 2, 5, 9)	0	0	0	0
(0, 2, 5, 10)	0	0	0	0
(0, 2, 5, 11)	0	0	0	0
(0, 2, 5, 12)	0	0	0	0
(0, 2, 5, 13)	0	0	0	0
(0, 3, 0, 0)	0	0	0	0
(0, 3, 0, 1)	0	0	0	0
(0, 3, 0, 2)	0	0	0	0
(0, 3, 0, 3)	0	0	0	0
(0, 3, 0, 4)	0	0	0	0
(0, 3, 0, 5)	0	0	0	0
(0, 3, 0, 6)	0	0	0	0
(0, 3, 0, 7)	0	0	0	0
(0, 3, 0, 8)	0	0	0	0
(0, 3, 0, 9)	0	0	0	0
(0, 3, 0, 10)	0	0	0	0
(0, 3, 0, 11)	0	0	0	0
(0, 3, 0, 12)	0	0	0	0
(0, 3, 0, 13)	0	0	0	0
(0, 3, 1, 0)	0	0	0	0
(0, 3, 1, 1)	-639.8356822355821	-660.1064129966932	-660.034723780961	-688.2011267904647
(0, 3, 1, 2)	-645.8650629034481	-642.8471643640022	-645.246962377191	-651.6333857018512
(0, 3, 1, 3)	-304.88061980206436	-640.2470444653433	-525.8070773918158	-1005.149844941959
(0, 3, 1, 4)	-358.84191452530564	-366.68530327467437	-358.23461493285174	-327.9540116524126
(0, 3, 1, 5)	-278.8885889049078	-182.63834871414917	-239.61205058837575	-239.65803317825
(0, 3, 1, 6)	0	0	0	0
(0, 3, 1, 7)	0	0	0	0
(0, 3, 1, 8)	-54.78345995377252	-54.51224924318795	-55.03711696009712	-54.93757406327259
(0, 3, 1, 9)	-54.67459440128729	-54.94259651881722	-53.7935762138315	-86.68241691856709
(0, 3, 1, 10)	-3.04	-2.66	-2.9985	-2.8085000000000004
(0, 3, 1, 11)	0	0	0	0
(0, 3, 1, 12)	0	-1.4000000000000001	0	0
(0, 3, 1, 13)	0	0	0	0
(0, 3, 2, 0)	0	0	0	0
(0, 3, 2, 1)	-693.9131327782885	-694.4673475867805	-694.771248373314	-720.9486333907404
(0, 3, 2, 2)	-637.5156844720698	-636.4228955286022	-637.1518204455436	-663.4626946805428
(0, 3, 2, 3)	0	0	0	0
(0, 3, 2, 4)	-619.1974230661114	-619.052224142522	-618.7039489298625	-644.5172841690378
(0, 3, 2, 5)	-533.6328584753342	-252.6053402723761	-534.8042543926475	-477.2588203128108
(0, 3, 2, 6)	0	0	0	0
(0, 3, 2, 7)	0	0	0	0
(0, 3, 2, 8)	-63.09946364430616	-63.683163725339575	-63.034907598109406	-62.731340720393675
(0, 3, 2, 9)	-68.42842276924262	-68.14811770053326	-68.73319156559481	-67.38290392341713
(0, 3, 2, 10)	-17.51068127305401	-19.052101349411604	-18.074866643760107	-18.24508567933786
(0, 3, 2, 11)	-36.83551255821344	-36.1882847951316	-36.94889466835183	-36.77955081512685
(0, 3, 2, 12)	0	0	0	0
(0, 3, 2, 13)	0	0	0	0
(0, 3, 3, 0)	0	0	0	0
(0, 3, 3, 1)	-657.5086848180933	-656.2621139612777	-656.5660033612842	-650.8799131643285
(0, 3, 3, 2)	-663.3923711634557	-662.5192081808434	-662.5878314532401	-663.8152471319044
(0, 3, 3, 3)	0	0	0	0
(0, 3, 3, 4)	-591.2598554476456	-591.4441915930691	-590.6075626474867	-592.4898880607179
(0, 3, 3, 5)	-466.50322619443386	-466.46107386695013	-465.8420101368116	-466.9139118029381
(0, 3, 3, 6)	0	0	0	0
(0, 3, 3, 7)	-62.183031274089416	-62.60123053571324	-63.1535782359772	-63.18629087121656
(0, 3, 3, 8)	-57.895764562687425	-57.422331963249775	-58.93254650102156	-57.85866137556378
(0, 3, 3, 9)	-51.98427353002976	-51.592784628652645	-51.55461242622013	-51.1739520209381
(0, 3, 3, 10)	-69.65621202552634	-68.69821242189944	-69.21922912602741	-69.44303682655558
(0, 3, 3, 11)	0	0	0	0
(0, 3, 3, 12)	0	0	0	0
(0, 3, 3, 13)	0	0	0	0
(0, 3, 4, 0)	0	0	0	0
(0, 3, 4, 1)	-698.911675349044	-698.7487473178032	-698.683033193015	-684.8222832718308
(0, 3, 4, 2)	-706.4657225812108	-705.7044920285623	-706.2267105349537	-706.3193187583718
(0, 3, 4, 3)	0	0	0	0
(0, 3, 4, 4)	-498.68716512171494	-500.62525871013275	-498.6068449574619	-533.614077458269
(0, 3, 4, 5)	-402.50229645541253	-403.6679775779845	-402.50409740627964	-402.65390759031146
(0, 3, 4, 6)	-226.6721761660109	-227.7472543041701	-226.94212029152646	-267.8307048059016
(0, 3, 4, 7)	-92.90209516621034	-92.89859954767019	-93.27734556913042	-92.76955013086226
(0, 3, 4, 8)	-91.19402764232325	-91.93628341739665	-91.58606127804819	-90.38742314906598
(0, 3, 4, 9)	-80.92748087771086	-80.87116821190054	-80.7118625462054	-112.59717945173745
(0, 3, 4, 10)	-94.18664299902227	-94.43558320842783	-94.29250704023241	-94.04126842141525
(0, 3, 4, 11)	0	0	0	0
(0, 3, 4, 12)	0	0	0	0
(0, 3, 4, 13)	0	0	0	0
(0, 3, 5, 0)	0	0	0	0
(0, 3, 5, 1)	0	0	0	0
(0, 3, 5, 2)	0	0	0	0
(0, 3, 5, 3)	0	0	0	0
(0, 3, 5, 4)	0	0	0	0
(0, 3, 5, 5)	0	0	0	0
(0, 3, 5, 6)	0	0	0	0
(0, 3, 5, 7)	0	0	0	0
(0, 3, 5, 8)	0	0	0	0
(0, 3, 5, 9)	0	0	0	0
(0, 3, 5, 10)	0	0	0	0
(0, 3, 5, 11)	0	0	0	0
(0, 3, 5, 12)	0	0	0	0
(0, 3, 5, 13)	0	0	0	0
(0, 4, 0, 0)	0	0	0	0
(0, 4, 0, 1)	0	0	0	0
(0, 4, 0, 2)	0	0	0	0
(0, 4, 0, 3)	0	0	0	0
(0, 4, 0, 4)	0	0	0	0
(0, 4, 0, 5)	0	0	0	0
(0, 4, 0, 6)	0	0	0	0
(0, 4, 0, 7)	0	0	0	0
(0, 4, 0, 8)	0	0	0	0
(0, 4, 0, 9)	0	0	0	0
(0, 4, 0, 10)	0	0	0	0
(0, 4, 0, 11)	0	0	0	0
(0, 4, 0, 12)	0	0	0	0
(0, 4, 0, 13)	0	0	0	0
(0, 4, 1, 0)	0	0	0	0
(0, 4, 1, 1)	-651.7746745489687	-661.8733895339803	-651.917040800289	-651.5345037496921
(0, 4, 1, 2)	-640.6551277353581	-638.291605826648	-638.0181368181029	-622.6369082368063
(0, 4, 1, 3)	-636.5168046097771	-632.1388885640622	-632.1983785091181	-632.2923592929939
(0, 4, 1, 4)	-295.2807597231681	-613.5914375157213	-522.9914399239327	-626.1319800801032
(0, 4, 1, 5)	-235.69994874399995	-102.97075719210989	-207.00225475346306	-239.80039599493054
(0, 4, 1, 6)	0	0	0	0
(0, 4, 1, 7)	0	0	0	0
(0, 4, 1, 8)	-58.59865933690105	-57.895713290808644	-58.39654817825823	-57.71957807560013
(0, 4, 1, 9)	-59.71091221844045	-59.06772164220152	-59.59972267251854	-60.29822941569599
(0, 4, 1, 10)	-4.33824	-5.4285682282311996	-5.5916055986	-5.679220919683
(0, 4, 1, 11)	0	-1.3	0	0
(0, 4, 1, 12)	-1.5	-1.3	-1.4000000000000001	0
(0, 4, 1, 13)	0	0	0	0
(0, 4, 2, 0)	0	0	0	0
(0, 4, 2, 1)	-690.5516197326948	-692.6914227148827	-690.8921384654553	-691.6370316235843
(0, 4, 2, 2)	-632.1951163014877	-633.8229105060138	-631.1296865422249	-623.7170396559186
(0, 4, 2, 3)	0	0	0	0
(0, 4, 2, 4)	-619.294034589111	-605.9733327372251	-619.782388492021	-619.6220373025894
(0, 4, 2, 5)	-340.49980537480695	-325.04937561729804	-250.6938866928227	-179.523235908919
(0, 4, 2, 6)	0	0	0	0
(0, 4, 2, 7)	0	0	0	0
(0, 4, 2, 8)	-68.11687825699345	-66.69821367811568	-67.1514122893503	-67.55150569131247
(0, 4, 2, 9)	-72.52183419541242	-75.1621608283458	-73.87027100263546	-72.59790044448127
(0, 4, 2, 10)	-21.486194529321935	-22.29461526041913	-22.164850736263116	-22.409452734492977
(0, 4, 2, 11)	-44.37458988036599	-43.79411656186663	-44.04566142474141	-45.927789392803675
(0, 4, 2, 12)	0	0	0	0
(0, 4, 2, 13)	0	0	0	0
(0, 4, 3, 0)	0	0	0	0
(0, 4, 3, 1)	-651.6505147913882	-660.8253034626789	-649.7760934663738	-641.8887864499093
(0, 4, 3, 2)	-659.7968121553315	-658.5227528511879	-658.7462991200723	-659.7074522371137
(0, 4, 3, 3)	0	0	0	0
(0, 4, 3, 4)	-592.7172084151077	-601.5820993146117	-592.7340717550198	-592.0492748540166
(0, 4, 3, 5)	-466.8184575885385	-317.26736030943954	-465.9607811678523	-468.0837020823075
(0, 4, 3, 6)	0	0	0	0
(0, 4, 3, 7)	-66.055299722959	-66.11492410024435	-65.90365650700025	-65.5018179484275
(0, 4, 3, 8)	-65.68924624604185	-65.46667973493747	-65.65589971987205	-65.74308337451279
(0, 4, 3, 9)	-54.98600593940376	-55.26684848691968	-56.15584087411123	-55.21137899391698
(0, 4, 3, 10)	-73.0819590446834	-73.49591733403508	-74.07294118074282	-74.27201456867397
(0, 4, 3, 11)	0	0	0	0
(0, 4, 3, 12)	0	0	0	0
(0, 4, 3, 13)	0	0	0	0
(0, 4, 4, 0)	0	0	0	0
(0, 4, 4, 1)	-694.3681395173816	-713.7177531382495	-693.1964408159998	-681.1005377550853
(0, 4, 4, 2)	-701.9566507558134	-701.2513543068719	-701.5802556630335	-701.6808144827057
(0, 4, 4, 3)	0	0	0	0
(0, 4, 4, 4)	-500.846562120636	-527.2838202866061	-501.21667599396903	-501.26597439419965
(0, 4, 4, 5)	-405.52121934947405	-405.8594686250474	-406.0182076461169	-220.15316637382332
(0, 4, 4, 6)	-231.6136550758071	-232.15622209575838	-232.14862194786195	-231.57200916928005
(0, 4, 4, 7)	-96.70738922843869	-97.39700517757453	-97.27697201086191	-97.58574226932896
(0, 4, 4, 8)	-94.48199896638495	-102.18819177103228	-94.25841092317505	-95.63113174479086
(0, 4, 4, 9)	-83.70337430149043	-97.75379116806103	-83.67314163043915	-84.62313954156832
(0, 4, 4, 10)	-96.62662411739427	-97.3250350892437	-96.55487661608969	-97.82285847031838
(0, 4, 4, 11)	0	0	0	0
(0, 4, 4, 12)	0	0	0	0
(0, 4, 4, 13)	0	0	0	0
(0, 4, 5, 0)	0	0	0	0
(0, 4, 5, 1)	0	0	0	0
(0, 4, 5, 2)	0	0	0	0
(0, 4, 5, 3)	0	0	0	0
(0, 4, 5, 4)	0	0	0	0
(0, 4, 5, 5)	0	0	0	0
(0, 4, 5, 6)	0	0	0	0
(0, 4, 5, 7)	0	0	0	0
(0, 4, 5, 8)	0	0	0	0
(0, 4, 5, 9)	0	0	0	0
(0, 4, 5, 10)	0	0	0	0
(0, 4, 5, 11)	0	0	0	0
(0, 4, 5, 12)	0	0	0	0
(0, 4, 5, 13)	0	0	0	0
(0, 5, 0, 0)	0	0	0	0
(0, 5, 0, 1)	0	0	0	0
(0, 5, 0, 2)	0	0	0	0
(0, 5, 0, 3)	0	0	0	0
(0, 5, 0, 4)	0	0	0	0
(0, 5, 0, 5)	0	0	0	0
(0, 5, 0, 6)	0	0	0	0
(0, 5, 0, 7)	0	0	0	0
(0, 5, 0, 8)	0	0	0	0
(0, 5, 0, 9)	0	0	0	0
(0, 5, 0, 10)	0	0	0	0
(0, 5, 0, 11)	0	0	0	0
(0, 5, 0, 12)	0	0	0	0
(0, 5, 0, 13)	0	0	0	0
(0, 5, 1, 0)	0	0	0	0
(0, 5, 1, 1)	-640.3958086269577	-940.4786951754363	-639.2206200106964	-637.3996135033492
(0, 5, 1, 2)	-637.4190100686753	-929.5980311795445	-636.8539234057546	-644.069589704257
(0, 5, 1, 3)	-627.903074111336	-927.7752899419376	-644.9322264555601	-647.1161753963602
(0, 5, 1, 4)	-606.6342387005517	-1008.8172351020064	-598.2182527932631	-562.936596340187
(0, 5, 1, 5)	-183.29324513276777	-1013.9999999999995	-183.49644954459055	-82.1286225340916
(0, 5, 1, 6)	0	0	0	0
(0, 5, 1, 7)	0	0	0	0
